,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
752,I Will Follow Him (Chariot),Nipper's Greatests Hits 60's Vol. 1,Various Artists,20,7dFKoNC2k5qgbXrbcMCHQ0,False,0.633,0.562,0,-7.178,1,0.0347,0.521,0.0,0.0956,0.799,125.108,audio_features,7dFKoNC2k5qgbXrbcMCHQ0,spotify:track:7dFKoNC2k5qgbXrbcMCHQ0,https://api.spotify.com/v1/tracks/7dFKoNC2k5qgbXrbcMCHQ0,https://api.spotify.com/v1/audio-analysis/7dFKoNC2k5qgbXrbcMCHQ0,147400,4
753,Sukiyaki,Lost Hits Of The 60's (All Original Artists & Versions),Various Artists,45,6meIeOX3DHdaCnaNw67abE,False,0.415,0.359,7,-11.094,1,0.0334,0.707,6.53e-05,0.319,0.404,146.029,audio_features,6meIeOX3DHdaCnaNw67abE,spotify:track:6meIeOX3DHdaCnaNw67abE,https://api.spotify.com/v1/tracks/6meIeOX3DHdaCnaNw67abE,https://api.spotify.com/v1/audio-analysis/6meIeOX3DHdaCnaNw67abE,189520,4
754,So Much In Love,So Much In Love,The Tymes,43,6h0LLmMVZY108wNzD5UM6O,False,0.546,0.494,4,-10.39,1,0.034,0.787,0.000111,0.453,0.44,75.655,audio_features,6h0LLmMVZY108wNzD5UM6O,spotify:track:6h0LLmMVZY108wNzD5UM6O,https://api.spotify.com/v1/tracks/6h0LLmMVZY108wNzD5UM6O,https://api.spotify.com/v1/audio-analysis/6h0LLmMVZY108wNzD5UM6O,140467,4
755,So Much In Love - Single Version/Bonus Track,So Much In Love,The Tymes,23,6r2443Uvg4L9WOR9m2mHSx,False,0.548,0.493,4,-10.093,1,0.0328,0.806,6.74e-05,0.639,0.599,75.634,audio_features,6r2443Uvg4L9WOR9m2mHSx,spotify:track:6r2443Uvg4L9WOR9m2mHSx,https://api.spotify.com/v1/tracks/6r2443Uvg4L9WOR9m2mHSx,https://api.spotify.com/v1/audio-analysis/6r2443Uvg4L9WOR9m2mHSx,130093,4
756,Rock with You - Single Version,Off the Wall,Michael Jackson,73,7oOOI85fVQvVnK5ynNMdW7,False,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,audio_features,7oOOI85fVQvVnK5ynNMdW7,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7,220627,4
757,Rock With You,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,55,5yxIenY5kSLlgTr3XGYw9p,False,0.793,0.741,1,-6.494,1,0.0393,0.0794,0.00029,0.116,0.856,114.489,audio_features,5yxIenY5kSLlgTr3XGYw9p,spotify:track:5yxIenY5kSLlgTr3XGYw9p,https://api.spotify.com/v1/tracks/5yxIenY5kSLlgTr3XGYw9p,https://api.spotify.com/v1/audio-analysis/5yxIenY5kSLlgTr3XGYw9p,220040,4
758,Rock with You - Single Version,The Essential Michael Jackson,Michael Jackson,49,36eWbpGbM3DxpErvZImHgD,False,0.8,0.699,1,-7.181,1,0.0391,0.0586,0.000161,0.138,0.842,114.526,audio_features,36eWbpGbM3DxpErvZImHgD,spotify:track:36eWbpGbM3DxpErvZImHgD,https://api.spotify.com/v1/tracks/36eWbpGbM3DxpErvZImHgD,https://api.spotify.com/v1/audio-analysis/36eWbpGbM3DxpErvZImHgD,203067,4
759,Rock with You - Single Version,Number Ones,Michael Jackson,39,0mckKOsMlBypUfD6gzdNhY,False,0.801,0.762,10,-6.214,0,0.0358,0.101,0.000147,0.0937,0.794,114.302,audio_features,0mckKOsMlBypUfD6gzdNhY,spotify:track:0mckKOsMlBypUfD6gzdNhY,https://api.spotify.com/v1/tracks/0mckKOsMlBypUfD6gzdNhY,https://api.spotify.com/v1/audio-analysis/0mckKOsMlBypUfD6gzdNhY,220360,4
760,Do That To Me One More Time,Make Your Move,Captain & Tennille,67,0m4jVVZrsv0bLkAr1uM6UG,False,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,audio_features,0m4jVVZrsv0bLkAr1uM6UG,spotify:track:0m4jVVZrsv0bLkAr1uM6UG,https://api.spotify.com/v1/tracks/0m4jVVZrsv0bLkAr1uM6UG,https://api.spotify.com/v1/audio-analysis/0m4jVVZrsv0bLkAr1uM6UG,256667,4
761,Do That To Me One More Time,The Ultimate Collection: Captain & Tennille,Captain & Tennille,34,2gFnSurc2aUja58m4Jq41f,False,0.686,0.442,7,-12.025,1,0.0258,0.637,0.00183,0.0975,0.493,90.009,audio_features,2gFnSurc2aUja58m4Jq41f,spotify:track:2gFnSurc2aUja58m4Jq41f,https://api.spotify.com/v1/tracks/2gFnSurc2aUja58m4Jq41f,https://api.spotify.com/v1/audio-analysis/2gFnSurc2aUja58m4Jq41f,254773,4
762,Do That To Me One More Time,The Best Of / 20th Century Masters The Millennium Collection,Captain & Tennille,22,4OqbIfA4l8zGnGBnjBBlFg,False,0.684,0.439,7,-11.465,1,0.0254,0.603,0.00345,0.0702,0.483,90.003,audio_features,4OqbIfA4l8zGnGBnjBBlFg,spotify:track:4OqbIfA4l8zGnGBnjBBlFg,https://api.spotify.com/v1/tracks/4OqbIfA4l8zGnGBnjBBlFg,https://api.spotify.com/v1/audio-analysis/4OqbIfA4l8zGnGBnjBBlFg,252347,4
763,Do That To Me One More Time,'80s Pop Number 1's,Various Artists,11,5vyNCVCLgr4rdKd7rutDfM,False,0.689,0.454,7,-10.916,1,0.0258,0.627,0.00382,0.0881,0.461,90.002,audio_features,5vyNCVCLgr4rdKd7rutDfM,spotify:track:5vyNCVCLgr4rdKd7rutDfM,https://api.spotify.com/v1/tracks/5vyNCVCLgr4rdKd7rutDfM,https://api.spotify.com/v1/audio-analysis/5vyNCVCLgr4rdKd7rutDfM,251960,4
764,Do That To Me One More Time,Casablanca Records Greatest Hits,Various Artists,9,7fl3eWOy3n6RlpcZgnglSt,False,0.74,0.356,7,-14.214,1,0.028,0.562,0.000281,0.0597,0.592,90.042,audio_features,7fl3eWOy3n6RlpcZgnglSt,spotify:track:7fl3eWOy3n6RlpcZgnglSt,https://api.spotify.com/v1/tracks/7fl3eWOy3n6RlpcZgnglSt,https://api.spotify.com/v1/audio-analysis/7fl3eWOy3n6RlpcZgnglSt,255360,4
765,Do That To Me One More Time,Oldies 101,Various Artists,14,73xjPFwPPTwvjfGhDBxgJc,False,0.737,0.392,7,-12.03,1,0.0267,0.619,0.00308,0.0732,0.518,89.966,audio_features,73xjPFwPPTwvjfGhDBxgJc,spotify:track:73xjPFwPPTwvjfGhDBxgJc,https://api.spotify.com/v1/tracks/73xjPFwPPTwvjfGhDBxgJc,https://api.spotify.com/v1/audio-analysis/73xjPFwPPTwvjfGhDBxgJc,252360,4
766,Do That To Me One More Time,Throwback Tunes: 1980,Various Artists,14,7dFAZcwmu9Uz3FxZuLiHKK,False,0.744,0.408,7,-12.56,1,0.0268,0.553,0.00019,0.0673,0.588,90.038,audio_features,7dFAZcwmu9Uz3FxZuLiHKK,spotify:track:7dFAZcwmu9Uz3FxZuLiHKK,https://api.spotify.com/v1/tracks/7dFAZcwmu9Uz3FxZuLiHKK,https://api.spotify.com/v1/audio-analysis/7dFAZcwmu9Uz3FxZuLiHKK,252987,4
767,Do That To Me One More Time,With Love From ... PolyGram 50th Anniversary,Various Artists,33,5XzbwP2xkcU8pujf98fJzz,False,0.688,0.452,7,-10.914,1,0.0257,0.629,0.00338,0.0881,0.458,90.002,audio_features,5XzbwP2xkcU8pujf98fJzz,spotify:track:5XzbwP2xkcU8pujf98fJzz,https://api.spotify.com/v1/tracks/5XzbwP2xkcU8pujf98fJzz,https://api.spotify.com/v1/audio-analysis/5XzbwP2xkcU8pujf98fJzz,251960,4
768,Coming Up - Remastered 2011,McCartney II (Special Edition),Paul McCartney,49,4Ku6X72Q815qNd7ChuiDdD,False,0.817,0.767,8,-7.194,1,0.0468,0.457,0.0723,0.0606,0.878,128.93,audio_features,4Ku6X72Q815qNd7ChuiDdD,spotify:track:4Ku6X72Q815qNd7ChuiDdD,https://api.spotify.com/v1/tracks/4Ku6X72Q815qNd7ChuiDdD,https://api.spotify.com/v1/audio-analysis/4Ku6X72Q815qNd7ChuiDdD,231880,4
769,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),Queen,73,57JVGBtBLCfHw2muk5416J,False,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,214653,4
770,Another One Bites The Dust,The Game,Queen,50,291RmMazWAmDitFuD6NJCv,False,0.926,0.366,5,-13.159,0,0.122,0.0483,0.136,0.119,0.784,109.884,audio_features,291RmMazWAmDitFuD6NJCv,spotify:track:291RmMazWAmDitFuD6NJCv,https://api.spotify.com/v1/tracks/291RmMazWAmDitFuD6NJCv,https://api.spotify.com/v1/audio-analysis/291RmMazWAmDitFuD6NJCv,215867,4
771,Another One Bites The Dust - 2011 Remaster,Bohemian Rhapsody (The Original Soundtrack),Queen,43,3LjvFUqQi5LoqaRK6CLwMk,False,0.928,0.526,5,-6.486,0,0.161,0.0969,0.263,0.153,0.753,109.958,audio_features,3LjvFUqQi5LoqaRK6CLwMk,spotify:track:3LjvFUqQi5LoqaRK6CLwMk,https://api.spotify.com/v1/tracks/3LjvFUqQi5LoqaRK6CLwMk,https://api.spotify.com/v1/audio-analysis/3LjvFUqQi5LoqaRK6CLwMk,214640,4
772,Another One Bites The Dust - Remastered,Greatest Hits - We Will Rock You Edition,Queen,31,1MbQvPbGV8ZtdvnqvnO8Po,False,0.945,0.392,5,-10.757,0,0.159,0.0384,0.378,0.132,0.807,110.11,audio_features,1MbQvPbGV8ZtdvnqvnO8Po,spotify:track:1MbQvPbGV8ZtdvnqvnO8Po,https://api.spotify.com/v1/tracks/1MbQvPbGV8ZtdvnqvnO8Po,https://api.spotify.com/v1/audio-analysis/1MbQvPbGV8ZtdvnqvnO8Po,214960,4
773,Another One Bites The Dust - Remix / Remastered 2011,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),Queen,30,04140nyg4wlaktruG5Z3fs,False,0.935,0.624,11,-8.537,0,0.227,0.0587,3.04e-05,0.0733,0.808,105.978,audio_features,04140nyg4wlaktruG5Z3fs,spotify:track:04140nyg4wlaktruG5Z3fs,https://api.spotify.com/v1/tracks/04140nyg4wlaktruG5Z3fs,https://api.spotify.com/v1/audio-analysis/04140nyg4wlaktruG5Z3fs,260720,4
774,"Another One Bites The Dust - Live At Summer Sonic, Tokyo, Japan, 2014",Live Around the World (Deluxe),Queen,30,57wxyRRrBfWl6BUSsHwvYB,False,0.585,0.914,5,-8.261,1,0.0719,0.0922,0.00683,0.963,0.458,111.479,audio_features,57wxyRRrBfWl6BUSsHwvYB,spotify:track:57wxyRRrBfWl6BUSsHwvYB,https://api.spotify.com/v1/tracks/57wxyRRrBfWl6BUSsHwvYB,https://api.spotify.com/v1/audio-analysis/57wxyRRrBfWl6BUSsHwvYB,202557,4
775,Another One Bites The Dust,Stone Cold Classics,Queen,28,5Lsg8jlCoTyxRch9LvJo3E,False,0.923,0.388,5,-12.211,0,0.131,0.0883,0.134,0.151,0.783,109.817,audio_features,5Lsg8jlCoTyxRch9LvJo3E,spotify:track:5Lsg8jlCoTyxRch9LvJo3E,https://api.spotify.com/v1/tracks/5Lsg8jlCoTyxRch9LvJo3E,https://api.spotify.com/v1/audio-analysis/5Lsg8jlCoTyxRch9LvJo3E,216880,4
776,Another One Bites The Dust - Live at Wembley '86,Live At Wembley Stadium,Queen,29,7lrIpNdaWTVkQxyj5HwwiF,False,0.534,0.984,4,-5.058,0,0.297,0.126,0.00199,0.982,0.114,115.991,audio_features,7lrIpNdaWTVkQxyj5HwwiF,spotify:track:7lrIpNdaWTVkQxyj5HwwiF,https://api.spotify.com/v1/tracks/7lrIpNdaWTVkQxyj5HwwiF,https://api.spotify.com/v1/audio-analysis/7lrIpNdaWTVkQxyj5HwwiF,358933,4
777,Another One Bites The Dust - Remastered 2011,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),Queen,27,3XomWTSAKiioqM59mIqyba,False,0.928,0.531,5,-6.52,0,0.161,0.0969,0.314,0.16,0.765,109.963,audio_features,3XomWTSAKiioqM59mIqyba,spotify:track:3XomWTSAKiioqM59mIqyba,https://api.spotify.com/v1/tracks/3XomWTSAKiioqM59mIqyba,https://api.spotify.com/v1/audio-analysis/3XomWTSAKiioqM59mIqyba,215333,4
778,Another One Bites The Dust - Remastered 2011,Greatest Hits,Queen,26,6hfNDGNTJBR029RmV63IoO,False,0.928,0.531,5,-6.52,0,0.161,0.0969,0.313,0.16,0.765,109.963,audio_features,6hfNDGNTJBR029RmV63IoO,spotify:track:6hfNDGNTJBR029RmV63IoO,https://api.spotify.com/v1/tracks/6hfNDGNTJBR029RmV63IoO,https://api.spotify.com/v1/audio-analysis/6hfNDGNTJBR029RmV63IoO,215333,4
779,Another One Bites The Dust - Live,Queen Rock Montreal,Queen,24,45mhiVPUphR25oRJ4UEgDz,False,0.752,0.916,9,-5.739,1,0.103,0.0288,0.0664,0.398,0.373,111.843,audio_features,45mhiVPUphR25oRJ4UEgDz,spotify:track:45mhiVPUphR25oRJ4UEgDz,https://api.spotify.com/v1/tracks/45mhiVPUphR25oRJ4UEgDz,https://api.spotify.com/v1/audio-analysis/45mhiVPUphR25oRJ4UEgDz,240600,4
780,Another One Bites The Dust - Remastered 2011,Queen 40 Limited Edition Collector's Box Set Vol. 2,Queen,23,6rh4UL9CChLJIYLoFt24Zy,False,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,6rh4UL9CChLJIYLoFt24Zy,spotify:track:6rh4UL9CChLJIYLoFt24Zy,https://api.spotify.com/v1/tracks/6rh4UL9CChLJIYLoFt24Zy,https://api.spotify.com/v1/audio-analysis/6rh4UL9CChLJIYLoFt24Zy,214653,4
781,I Want To Hold Your Hand - Remastered 2015,1 (Remastered),The Beatles,71,4pbG9SUmWIvsROVLF0zF9s,False,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,audio_features,4pbG9SUmWIvsROVLF0zF9s,spotify:track:4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/tracks/4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/audio-analysis/4pbG9SUmWIvsROVLF0zF9s,145747,4
782,I Want To Hold Your Hand - Remastered 2009,The Beatles 1962 - 1966 (Remastered),The Beatles,64,5Qe7NHxeLAn8KoLTNLSdwe,False,0.496,0.703,7,-6.905,1,0.0376,0.525,2.08e-06,0.305,0.936,130.915,audio_features,5Qe7NHxeLAn8KoLTNLSdwe,spotify:track:5Qe7NHxeLAn8KoLTNLSdwe,https://api.spotify.com/v1/tracks/5Qe7NHxeLAn8KoLTNLSdwe,https://api.spotify.com/v1/audio-analysis/5Qe7NHxeLAn8KoLTNLSdwe,146720,4
783,I Want To Hold Your Hand,Love,The Beatles,44,5J3Mf6dyqeGy67yuQ7ql9B,False,0.287,0.753,7,-7.587,1,0.0387,0.0652,0.0,0.288,0.882,130.637,audio_features,5J3Mf6dyqeGy67yuQ7ql9B,spotify:track:5J3Mf6dyqeGy67yuQ7ql9B,https://api.spotify.com/v1/tracks/5J3Mf6dyqeGy67yuQ7ql9B,https://api.spotify.com/v1/audio-analysis/5J3Mf6dyqeGy67yuQ7ql9B,82397,4
784,I Want To Hold Your Hand - Remastered 2009,Past Masters (Vols. 1 & 2 / Remastered),The Beatles,36,27E39dDg0Bx1RzkF3eJJsb,False,0.492,0.73,7,-6.434,1,0.0416,0.57,8.5e-06,0.246,0.916,131.011,audio_features,27E39dDg0Bx1RzkF3eJJsb,spotify:track:27E39dDg0Bx1RzkF3eJJsb,https://api.spotify.com/v1/tracks/27E39dDg0Bx1RzkF3eJJsb,https://api.spotify.com/v1/audio-analysis/27E39dDg0Bx1RzkF3eJJsb,146533,4
785,I Want To Hold Your Hand - Live / Bonus Track,Live At The Hollywood Bowl,The Beatles,33,6ek0XTffa5eUTkwamO0q5B,False,0.225,0.834,7,-8.425,1,0.0596,0.0177,0.0,0.948,0.518,141.085,audio_features,6ek0XTffa5eUTkwamO0q5B,spotify:track:6ek0XTffa5eUTkwamO0q5B,https://api.spotify.com/v1/tracks/6ek0XTffa5eUTkwamO0q5B,https://api.spotify.com/v1/audio-analysis/6ek0XTffa5eUTkwamO0q5B,149267,4
786,I Want To Hold Your Hand - Anthology 1 Version,Anthology 1,The Beatles,26,2PuQcHVYgqcxaQTqrEzkRx,False,0.392,0.991,7,-5.474,1,0.374,0.034,0.00125,0.91,0.571,135.348,audio_features,2PuQcHVYgqcxaQTqrEzkRx,spotify:track:2PuQcHVYgqcxaQTqrEzkRx,https://api.spotify.com/v1/tracks/2PuQcHVYgqcxaQTqrEzkRx,https://api.spotify.com/v1/audio-analysis/2PuQcHVYgqcxaQTqrEzkRx,157200,4
787,She Loves You - Mono / Remastered,1 (Remastered),The Beatles,65,6nEkxYIEnrbYH7h1hJ8Xn6,False,0.377,0.916,4,-3.199,0,0.0481,0.26,0.0,0.074,0.912,75.533,audio_features,6nEkxYIEnrbYH7h1hJ8Xn6,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,https://api.spotify.com/v1/tracks/6nEkxYIEnrbYH7h1hJ8Xn6,https://api.spotify.com/v1/audio-analysis/6nEkxYIEnrbYH7h1hJ8Xn6,140920,4
788,She Loves You - Remastered 2009,Past Masters (Vols. 1 & 2 / Remastered),The Beatles,47,48JM82SHQTBYkhEYhMaOaa,False,0.391,0.883,7,-5.973,1,0.0442,0.264,0.0,0.157,0.927,75.442,audio_features,48JM82SHQTBYkhEYhMaOaa,spotify:track:48JM82SHQTBYkhEYhMaOaa,https://api.spotify.com/v1/tracks/48JM82SHQTBYkhEYhMaOaa,https://api.spotify.com/v1/audio-analysis/48JM82SHQTBYkhEYhMaOaa,141333,4
789,She Loves You - Mono Version / Remastered 2009,The Beatles 1962 - 1966 (Remastered),The Beatles,45,0qsS2A3hwicJCLtcaR6JRQ,False,0.308,0.895,7,-5.157,1,0.0463,0.389,0.0,0.177,0.902,150.109,audio_features,0qsS2A3hwicJCLtcaR6JRQ,spotify:track:0qsS2A3hwicJCLtcaR6JRQ,https://api.spotify.com/v1/tracks/0qsS2A3hwicJCLtcaR6JRQ,https://api.spotify.com/v1/audio-analysis/0qsS2A3hwicJCLtcaR6JRQ,142653,4
790,She Loves You - Live / Remastered,Live At The Hollywood Bowl,The Beatles,32,0GUp9QOezipeh6BOV1kguV,False,0.357,0.858,4,-8.421,0,0.0866,0.192,0.0,0.671,0.478,78.408,audio_features,0GUp9QOezipeh6BOV1kguV,spotify:track:0GUp9QOezipeh6BOV1kguV,https://api.spotify.com/v1/tracks/0GUp9QOezipeh6BOV1kguV,https://api.spotify.com/v1/audio-analysis/0GUp9QOezipeh6BOV1kguV,191000,4
791,"She Loves You - Anthology 1 Version / Live At The Prince Of Wales Theatre, London/1963",Anthology 1,The Beatles,27,1S8yrFPr3n7K0szQCVu1Ta,False,0.193,0.923,7,-5.609,1,0.124,0.27,0.0,0.163,0.483,151.56,audio_features,1S8yrFPr3n7K0szQCVu1Ta,spotify:track:1S8yrFPr3n7K0szQCVu1Ta,https://api.spotify.com/v1/tracks/1S8yrFPr3n7K0szQCVu1Ta,https://api.spotify.com/v1/audio-analysis/1S8yrFPr3n7K0szQCVu1Ta,170280,4
792,Love Me Do - Remastered 2009,Please Please Me (Remastered),The Beatles,67,3VbGCXWRiouAq8VyMYN2MI,False,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,audio_features,3VbGCXWRiouAq8VyMYN2MI,spotify:track:3VbGCXWRiouAq8VyMYN2MI,https://api.spotify.com/v1/tracks/3VbGCXWRiouAq8VyMYN2MI,https://api.spotify.com/v1/audio-analysis/3VbGCXWRiouAq8VyMYN2MI,141693,4
793,Chapel Of Love,Chapel Of Love: The Very Best Of The Dixie Cups,The Dixie Cups,56,3FYKl1WT0MW31lrwYgiMWB,False,0.607,0.353,9,-10.269,1,0.0278,0.733,0.0,0.527,0.791,124.864,audio_features,3FYKl1WT0MW31lrwYgiMWB,spotify:track:3FYKl1WT0MW31lrwYgiMWB,https://api.spotify.com/v1/tracks/3FYKl1WT0MW31lrwYgiMWB,https://api.spotify.com/v1/audio-analysis/3FYKl1WT0MW31lrwYgiMWB,170874,4
794,Chapel Of Love,Full Metal Jacket (Original Motion Picture Soundtrack),Various Artists,50,0SMRck5oZi9hc16L6FuRF6,False,0.54,0.365,6,-13.56,0,0.0342,0.395,0.0,0.131,0.588,123.051,audio_features,0SMRck5oZi9hc16L6FuRF6,spotify:track:0SMRck5oZi9hc16L6FuRF6,https://api.spotify.com/v1/tracks/0SMRck5oZi9hc16L6FuRF6,https://api.spotify.com/v1/audio-analysis/0SMRck5oZi9hc16L6FuRF6,167773,4
795,Chapel of Love,Sunsational Wedding Songs,Various Artists,28,0l4gzdHD2urWRMASVxak63,False,0.503,0.459,6,-7.263,0,0.0325,0.526,7.79e-06,0.0637,0.507,123.708,audio_features,0l4gzdHD2urWRMASVxak63,spotify:track:0l4gzdHD2urWRMASVxak63,https://api.spotify.com/v1/tracks/0l4gzdHD2urWRMASVxak63,https://api.spotify.com/v1/audio-analysis/0l4gzdHD2urWRMASVxak63,169533,4
796,Chapel of Love (Stereo),The Dixie Cups Meet The Shangri-Las,The Dixie Cups,12,6nyglQj2KZkNhnHvxTFIQL,False,0.602,0.422,6,-7.743,0,0.028,0.721,0.0,0.251,0.758,124.36,audio_features,6nyglQj2KZkNhnHvxTFIQL,spotify:track:6nyglQj2KZkNhnHvxTFIQL,https://api.spotify.com/v1/tracks/6nyglQj2KZkNhnHvxTFIQL,https://api.spotify.com/v1/audio-analysis/6nyglQj2KZkNhnHvxTFIQL,169394,4
797,Chapel of Love,The Originals - Classic Hits from the 50's & 60's,Various Artists,9,3uqZzh3SSuNLhWP1zSWjxv,False,0.503,0.459,6,-7.263,0,0.0325,0.526,7.79e-06,0.0637,0.507,123.708,audio_features,3uqZzh3SSuNLhWP1zSWjxv,spotify:track:3uqZzh3SSuNLhWP1zSWjxv,https://api.spotify.com/v1/tracks/3uqZzh3SSuNLhWP1zSWjxv,https://api.spotify.com/v1/audio-analysis/3uqZzh3SSuNLhWP1zSWjxv,169533,4
798,A World Without Love (Mono) - 2002 Remaster,Peter And Gordon Plus,Peter And Gordon,37,2dodN02GgtiwitKWpDs9Ax,False,0.543,0.836,4,-6.201,1,0.0346,0.156,0.0,0.171,0.792,130.074,audio_features,2dodN02GgtiwitKWpDs9Ax,spotify:track:2dodN02GgtiwitKWpDs9Ax,https://api.spotify.com/v1/tracks/2dodN02GgtiwitKWpDs9Ax,https://api.spotify.com/v1/audio-analysis/2dodN02GgtiwitKWpDs9Ax,164773,4
799,A World Without Love,The Ultimate Peter And Gordon,Peter And Gordon,40,1A0j6qANKHgk7VZ6uvYO06,False,0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,audio_features,1A0j6qANKHgk7VZ6uvYO06,spotify:track:1A0j6qANKHgk7VZ6uvYO06,https://api.spotify.com/v1/tracks/1A0j6qANKHgk7VZ6uvYO06,https://api.spotify.com/v1/audio-analysis/1A0j6qANKHgk7VZ6uvYO06,160880,4
800,A World Without Love - Remastered,Oldies 60's,Various Artists,22,24PV7q3TRQGN7K3RJy0wI5,False,0.543,0.836,4,-6.201,1,0.0346,0.156,0.0,0.171,0.792,130.074,audio_features,24PV7q3TRQGN7K3RJy0wI5,spotify:track:24PV7q3TRQGN7K3RJy0wI5,https://api.spotify.com/v1/tracks/24PV7q3TRQGN7K3RJy0wI5,https://api.spotify.com/v1/audio-analysis/24PV7q3TRQGN7K3RJy0wI5,164773,4
801,A World Without Love - Remastered 2002,Everybody Loves The Beatles,Various Artists,4,59Ak7cHNR6kFfwMZNudRD4,False,0.404,0.818,4,-7.461,1,0.122,0.143,0.00135,0.97,0.548,136.86,audio_features,59Ak7cHNR6kFfwMZNudRD4,spotify:track:59Ak7cHNR6kFfwMZNudRD4,https://api.spotify.com/v1/tracks/59Ak7cHNR6kFfwMZNudRD4,https://api.spotify.com/v1/audio-analysis/59Ak7cHNR6kFfwMZNudRD4,175200,4
802,A World Without Love,Play Soft Rock,Various Artists,2,0sqJSYjTXLE8u24hbfE3tO,False,0.512,0.658,1,-9.972,0,0.0607,0.232,0.0,0.108,0.752,129.861,audio_features,0sqJSYjTXLE8u24hbfE3tO,spotify:track:0sqJSYjTXLE8u24hbfE3tO,https://api.spotify.com/v1/tracks/0sqJSYjTXLE8u24hbfE3tO,https://api.spotify.com/v1/audio-analysis/0sqJSYjTXLE8u24hbfE3tO,160880,4
803,I Feel Fine - Remastered 2015,1 (Remastered),The Beatles,62,5hhF25sWnZvXhimOHLjTRE,False,0.564,0.827,7,-7.089,1,0.0283,0.0904,3.73e-06,0.127,0.912,89.847,audio_features,5hhF25sWnZvXhimOHLjTRE,spotify:track:5hhF25sWnZvXhimOHLjTRE,https://api.spotify.com/v1/tracks/5hhF25sWnZvXhimOHLjTRE,https://api.spotify.com/v1/audio-analysis/5hhF25sWnZvXhimOHLjTRE,139347,4
804,I Feel Fine - Remastered 2009,The Beatles 1962 - 1966 (Remastered),The Beatles,44,4gxs9En3aoaOm2J5wNMMm9,False,0.588,0.811,7,-7.299,1,0.0448,0.339,4.06e-06,0.412,0.802,89.862,audio_features,4gxs9En3aoaOm2J5wNMMm9,spotify:track:4gxs9En3aoaOm2J5wNMMm9,https://api.spotify.com/v1/tracks/4gxs9En3aoaOm2J5wNMMm9,https://api.spotify.com/v1/audio-analysis/4gxs9En3aoaOm2J5wNMMm9,140400,4
805,I Feel Fine - Remastered 2009,Past Masters (Vols. 1 & 2 / Remastered),The Beatles,36,1Q7gCIpOjIIU0bUKcGzrG4,False,0.571,0.788,7,-8.159,1,0.0447,0.311,4.09e-06,0.287,0.769,90.138,audio_features,1Q7gCIpOjIIU0bUKcGzrG4,spotify:track:1Q7gCIpOjIIU0bUKcGzrG4,https://api.spotify.com/v1/tracks/1Q7gCIpOjIIU0bUKcGzrG4,https://api.spotify.com/v1/audio-analysis/1Q7gCIpOjIIU0bUKcGzrG4,139680,4
806,Im Too Sexy,Hits!,Right Said Fred,55,7CPXR2W1McHKi0OfKwHRMc,True,0.678,0.927,6,-6.139,0,0.0489,3.58e-05,0.023,0.272,0.882,122.116,audio_features,7CPXR2W1McHKi0OfKwHRMc,spotify:track:7CPXR2W1McHKi0OfKwHRMc,https://api.spotify.com/v1/tracks/7CPXR2W1McHKi0OfKwHRMc,https://api.spotify.com/v1/audio-analysis/7CPXR2W1McHKi0OfKwHRMc,171680,4
807,To Be With You - 2021 Remastered,Lean Into It (30th Anniversary Edition),Mr. Big,67,0eifvmNPHWaSh4IKNR4Xva,False,0.688,0.284,4,-13.577,1,0.0574,0.359,0.0,0.127,0.482,83.433,audio_features,0eifvmNPHWaSh4IKNR4Xva,spotify:track:0eifvmNPHWaSh4IKNR4Xva,https://api.spotify.com/v1/tracks/0eifvmNPHWaSh4IKNR4Xva,https://api.spotify.com/v1/audio-analysis/0eifvmNPHWaSh4IKNR4Xva,208080,4
